ประกอบกิจการ,รหัสจังหวัด,อำเภอ,TSIC,รหัสประเภท,ถนน,ซอย,คนงานรวม,หญิง,ชาย,จังหวัด,หมู่,ประเภท,ปี,เลขทะเบียนโรงงาน,แรงม้ารวม,ระดับ,ตำบล,_id,รหัสทะเบียนโรงงาน FID,ชื่อโรงงาน,ชื่อเจ้าของ,จำพวก,ปีที่ได้รับอนุญาต,รหัสไปรษณีย์,พื้นที่โรงงาน(ตร.ม.)
ผสมแอสฟัลต์ติกคอนกรีต ,63,แม่สอด,19209,5004,,,2, -   ,2,ตาก,7,50(4),2566,จ3-50(4)-58/60ตก,469.07,ปานกลาง,ท่าสายลวด,799,20630000000000,ห้างหุ้นส่วนจำกัด เล็กเจริญก่อสร้าง,ห้างหุ้นส่วนจำกัด เล็กเจริญก่อสร้าง,3,60,63110,"20,000.00"
ผสมแอสฟัลต์ติกคอนกรีต,63,แม่สอด,19209,5004,,,5, -   ,5,ตาก,4,50(4),2566,จ3-50(4)-44/59ตก,461.92,ปานกลาง,แม่ปะ,800,20630000000000,ห้างหุ้นส่วนจำกัด นิคมบางระกำก่อสร้าง,ห้างหุ้นส่วนจำกัด นิคมบางระกำก่อสร้าง,3,59,63110,"11,200.00"
ผสมแอสฟัลท์ติกคอนกรีต,63,แม่สอด,19209,5004,,,6,1,5,ตาก,4,50(4),2566,จ3-50(4)-9/57ตก,491.94,ต่ำ,แม่ปะ,801,20630000000000,บริษัท เมืองฉอดการโยธา จำกัด,บริษัท เมืองฉอดการโยธา จำกัด,3,57,63110,"11,572.00"
ผสมแอสฟัลต์ติกคอนกรีต,63,แม่สอด,19209,5004,,,6, -   ,6,ตาก,4,50(4),2566,จ3-50(4)-26/58ตก,413.61,ปานกลาง,ท่าสายลวด,802,20630000000000,บริษัท แม่ปิงพนากิจ จำกัด,บริษัท แม่ปิงพนากิจ จำกัด,3,58,63110,"2,400.00"
ผลิตแอสฟัลต์ติกคอนกรีต,63,อุ้มผาง,19209,5004,,,7, -   ,7,ตาก,6,50(4),2566,จ3-50(4)-108/63ตก,280.54,ปานกลาง,อุ้มผาง,803,20630200000000,ห้างหุ้นส่วนจำกัด พงษ์สวัสดิ์พาณิชย์ 2524,ห้างหุ้นส่วนจำกัด พงษ์สวัสดิ์พาณิชย์ 2524,3,63,63170,"10,052.00"
ทำเครื่องมือเครื่องใช้จากพลาสติก,63,แม่สอด,22210,5301,,,200,150,50,ตาก,10,53(1),2566,จ3-53(1)-32/60ตก,488.78,ต่ำ,แม่ปะ,804,20630000000000,กิฟท์แลนด์,กิฟท์แลนด์,3,60,63110,800
ทำตุ๊กตาและผลิตภัณฑ์พลาสติก,63,แม่สอด,22210,5301,,,200,145,55,ตาก,7,53(1),2566,จ3-53(1)-24/55ตก,200,ต่ำ,แม่กุ,805,20630000000000,บริษัท เอนเคอร์ ไทย ออริจินอล จำกัด,บริษัท เอนเคอร์ ไทย ออริจินอล จำกัด,3,55,63110,"20,236.00"
ทำเครื่องเรือน เครื่องใช้จากพลาสติก เช่น สื่อ,63,แม่สอด,22210,5301,,,50,20,30,ตาก,3,53(1),2566,จ3-53(1)-58/61ตก,316.95,ต่ำ,พระธาตุผาแดง,806,20630000000000,บริษัท โหย่งเหิน จำกัด,บริษัท โหย่งเหิน จำกัด,3,61,63110,"15,852.00"
การทำผลิตภัณฑ์จากพลาสติก,63,แม่สอด,22210,5301,,,65,25,40,ตาก,2,53(1),2566,จ3-53(1)-99/62ตก,499.8,ต่ำ,แม่ตาว,807,20630300000000,บริษัท อุดมโชคพลาสติก จำกัด,บริษัท อุดมโชคพลาสติก จำกัด,3,62,63110,"11,200.00"
ผลิตขวดบรรจุจากพลาสติก,63,พบพระ,22220,5304,,,51,24,27,ตาก,4,53(4),2566,จ3-53(4)-11/59ตก,433.5,ต่ำ,พบพระ,808,20630100000000,บริษัท ทิพย์วาริน อินเตอร์ แพ็คเกจจิ้ง จำกัด,บริษัท ทิพย์วาริน อินเตอร์ แพ็คเกจจิ้ง จำกัด,3,59,63160,688
ผลิตถังพลาสติก,63,เมืองตาก,22220,5304,,,3, -   ,3,ตาก,6,53(4),2566,จ2-53(4)-37/64ตก,57.6,ต่ำ,วังหิน,809,20630200000000,บริษัท เอสแอนด์วาย โฮม 2012 จำกัด,บริษัท เอสแอนด์วาย โฮม 2012 จำกัด,2,64,63000,"4,488.00"
ผลิตถุงพลาสติก,63,แม่สอด,22220,5304,,,10, -   ,10,ตาก,15,53(4),2566,จ3-53(4)-66/60ตก,206,ต่ำ,แม่กาษา,810,20630000000000,บริษัท ยูนิค อุตสาหกรรมพลาสติก (แม่สอด) จำกัด,บริษัท ยูนิค อุตสาหกรรมพลาสติก (แม่สอด) จำกัด,3,60,63110,"3,978.00"
"ผลิตถังพลาสติก , ประกอบถังน้ำพลาสติก",63,แม่สอด,22220,5304,,,7, -   ,7,ตาก,2,53(4),2566,จ3-53(4)-5/58ตก,450,ต่ำ,แม่ตาว,811,20630100000000,บริษัท ภัทรอุดร จำกัด,บริษัท ภัทรอุดร จำกัด,3,58,63110,"2,150.00"
ผลิตถุงพลาสติก,63,แม่สอด,22220,5304,แม่สอด-แม่ระมาด,,32,21,11,ตาก,9,53(4),2566,จ3-53(4)-3/64ตก,492,ต่ำ,แม่กาษา,812,20630000000000,บริษัท ยูนิค อุตสาหกรรมพลาสติก (แม่สอด) จำกัด,บริษัท ยูนิค อุตสาหกรรมพลาสติก (แม่สอด) จำกัด,3,64,63110,"36,717.00"
ผลิตถุงพลาสติก,63,แม่สอด,22220,5304,,,161,61,100,ตาก,15,53(4),2566,3-53(4)-41/59ตก,"1,492.00",ต่ำ,แม่กาษา,813,10630000000000,บริษัท ยูนิค อุตสาหกรรมพลาสติก (แม่สอด) จำกัด,บริษัท ยูนิค อุตสาหกรรมพลาสติก (แม่สอด) จำกัด,3,59,63110,"3,978.00"
ผลิตขวดพลาสติก,63,แม่สอด,22220,5304,สมัครสรรพการ,,15,11,4,ตาก,2,53(4),2566,จ3-53(4)-37/59ตก,193.02,ต่ำ,พระธาตุผาแดง,814,20630000000000,บริษัท บีแอนด์ซี พลาสติก จำกัด,บริษัท บีแอนด์ซี พลาสติก จำกัด,3,59,63110,825
ทำภาชนะบรรจุจากพลาสติก,63,แม่สอด,22220,5304,,,103,48,55,ตาก,1,53(4),2566,จ3-53(4)-32/59ตก,97.5,ต่ำ,พระธาตุผาแดง,815,20630100000000,บริษัท ไม้ไทยอินทีเรีย จำกัด,บริษัท ไม้ไทยอินทีเรีย จำกัด,3,59,63110,"7,875.00"
ทำพลาสติกเป็นเม็ด และการล้าง บด หรือย่อยพลาสติก,63,แม่สอด,22230,5305,,,12,2,10,ตาก,6,53(5),2566,จ3-53(5)-3/63ตก,184.35,ต่ำ,แม่ตาว,816,20630000000000,บริษัท ตงหนึ่ง พลาสติก จำกัด,บริษัท ตงหนึ่ง พลาสติก จำกัด,3,63,63110,"3,200.00"
ผลิตรองเท้าและพลาสติก,63,แม่สอด,15209,5307,,,60,20,40,ตาก,3,53(7),2566,จ3-53(7)-6/61ตก,373.34,ต่ำ,พระธาตุผาแดง,817,20630100000000,บริษัท ซวง เล่อ ชู แอนด์ พลาสติก จำกัด,บริษัท ซวง เล่อ ชู แอนด์ พลาสติก จำกัด,3,61,63110,"16,000.00"
ล้าง โม่ บด ย่อย และหลอมพลาสติก,63,แม่สอด,22299,5309,แม่สอด-อุ้มผาง ,,15, -   ,15,ตาก,8,53(9),2566,จ3-53(9)-10/57ตก,296.1,ต่ำ,แม่กุ,818,20630000000000,ห้างหุ้นส่วนจำกัด ที เอ วาย รีไซเคิล,ห้างหุ้นส่วนจำกัด ที เอ วาย รีไซเคิล,3,57,63110,"20,040.00"
ล้าง โม่ และหลอมพลาสติก,63,แม่สอด,22299,5309,,,15, -   ,15,ตาก,1,53(9),2566,จ3-53(9)-9/55ตก,347.1,ต่ำ,ท่าสายลวด,819,20630000000000,-,นายสมนึก ตันกิจรุ่งเรือง ,3,55,63110,"4,000.00"
ทำเครื่องเคลือบดินเผา,63,พบพระ,23939,5500,,,7,2,5,ตาก,1,55,2566,จ2-55-9/64ตก,60.5,ต่ำ,วาเล่ย์,820,20630200000000,แม่เมยเซรามิค,แม่เมยเซรามิค,2,64,63160,"1,200.00"
ทำผลิตภัณฑ์เครื่องกระเบื้องเคลือบ เครื่องปั้นดินเผา หรือเครื่องดินเผา,63,แม่สอด,23939,5500,,,"1,160","1,020",140,ตาก,11,55,2566,จ3-55-1/45ตก,493.1,ต่ำ,แม่ปะ,821,20630200000000,บริษัท แม่สอดเซรามิค จำกัด,บริษัท แม่สอดเซรามิค จำกัด,3,45,63110,"10,140.00"
ผลิตปูนขาว,63,เมืองตาก,23941,5701,,,12,6,6,ตาก,1,57(1),2566,จ3-57(1)-3/54ตก,240,ปานกลาง,โป่งแดง,822,20630100000000,พิชชาพร,พิชชาพร,3,54,63000,"4,652.00"
ผลิตปูนขาว,63,เมืองตาก,23941,5701,,,24,7,17,ตาก,4,57(1),2566,จ3-57(1)-1/46ตก,156.15,ปานกลาง,โป่งแดง,823,20630300000000,,บริษัท ยูนิตี้ แอสเซท จำกัด,3,46,63000,
ผลิตปูนขาว,63,เมืองตาก,23941,5701,,,20,4,16,ตาก,1,57(1),2566,จ3-57(1)-5/47ตก,286.89,ปานกลาง,โป่งแดง,824,20630000000000,ปูนบำเหน็จ,ปูนบำเหน็จ,3,47,63000,"40,000.00"
ผลิตปูนขาว,63,วังเจ้า,23941,5701,นาโบสถ์-ประดาง,,21,10,11,ตาก,3,57(1),2566,จ3-57(1)-1/44ตก,141,ปานกลาง,ประดาง,825,20630300000000,บริษัท อุตสาหกรรมกระดูกสัตว์ จำกัด,บริษัท อุตสาหกรรมกระดูกสัตว์ จำกัด,3,44,63000,"6,400.00"
ผลิตคอนกรีตผสมเสร็จ,63,ท่าสองยาง,23953,5801,,,5, -   ,5,ตาก,2,58(1),2566,จ3-58(1)-3/61ตก,80.5,ต่ำ,แม่ต้าน,826,20630100000000,ห้างหุ้นส่วนจำกัด คณิศร คอนกรีต,ห้างหุ้นส่วนจำกัด คณิศร คอนกรีต,3,61,63150,"23,808.00"
ผลิตคอนกรีตผสมเสร็จ,63,ท่าสองยาง,23953,5801,,,6, -   ,6,ตาก,5,58(1),2566,จ3-58(1)-225/60ตก,139.34,ต่ำ,แม่ต้าน,827,20630000000000,บริษัท ศรชัย เอ็นจิเนียริ่ง 2010 จำกัด,บริษัท ศรชัย เอ็นจิเนียริ่ง 2010 จำกัด,3,60,63150,"14,082.00"
ผลิตและจำหน่ายคอนกรีตผสมเสร็จ และผลิตภัณฑ์คอนกรีตสำเร็จรูป,63,บ้านตาก,23953,5801,,,7,1,6,ตาก,3,58(1),2566,จ3-58(1)-224/63ตก,101,ต่ำ,เกาะตะเภา,828,20630300000000,พรคอนกรีต,พรคอนกรีต,3,63,63120,"30,000.00"
