ถนน,คนงานชาย,เลขที่,ซอย,แรงม้า,คนงานรวม,เงินทุนรวม,_id,ลำดับ,ชื่อโรงงาน,ประกอบกิจการ,แรงม้าตรวจพบ,ตำบล,อำเภอ,คนงานหญิง,จังหวัด,ผู้ประกอบการ,หมู่
-,4,เลขที่ 4,-,65.5,8,120000,279,279,โรงหล่อพิมพ์ดิบ (ซุ้มเรือนแก้ว),หล่อโลหะ,65.5,ดอนทอง,เมืองพิษณุโลก,4,พิษณุโลก,นางสาวบุญยืน ศรีสอาด,3.0
,0,เลขที่ 669,,4,500000,,280,280,ชัยประเสริฐเมทัลชีท,ทำผลิตภัณฑ์โลหะสำหรับใช้ในการก่อสร้าง หรือติดตั้ง เช่น รีดแผ่นโลหะเป็นหลังคา,2,บางระกำ,บางระกำ,1200000,พิษณุโลก,บริษัท ชัยประเสริฐเมทัลชีท จำกัด,7.0
,0,เลขที่ 99/9,,6,500000,,281,281,บริษัท ที-วัน เม็ททอลลิค จำกัด,ทำผลิตภัณฑ์โลหะ สำหรับใช้ในการก่อสร้างอาคาร หรือติดตั้ง เช่น รีดแผ่นโลหะเป็นหลังคา ประตูม้วน,2,วังพิกุล,วังทอง,8000000,พิษณุโลก,บริษัท ที-วัน เม็ททอลลิค จำกัด,15.0
พิษณุโลก-บางระกำ,9000000,เลขที่ 99/1 99/9,,8,6500000,,282,282,บริษัท เมทัลครีเมท จำกัด,ทำผลิตภัณฑ์โลหะสำหรับใช้ในการก่อสร้างหรือติดตั้ง เช่น ตาข่ายลวดถัก ลวดหนาม ลวดทับหลัง เป็นต้น,0,ท่าทอง,เมืองพิษณุโลก,4200000,พิษณุโลก,บริษัท เมทัลครีเอท จำกัด,11.0
เลี่ยงเมืองพิษณุโลก,180000,เลขที่ 99/8,,17,820000,,283,283,ห้างหุ้นส่วนจำกัด หลังคาเหล็ก ฉนวนยูพีโฟม,"ทำส่วนประกอบสำหรับใช้ในการก่อสร้างอาคาร,โรงงานผลิตหลังคาเหล็กติดฉนวน",8,วังพิกุล,วังทอง,2000000,พิษณุโลก,ห้างหุ้นส่วนจำกัด หลังคาเหล็ก ฉนวนพียูโฟม,6.0
,5000000,เลขที่ 33/8,,10,200000,,284,284,บริษัท ทรัพย์ทวีพานิช จำกัด,ทำส่วนประกอบสำหรับใช้ในการก่อสร้างอาคาร เช่น หลังค่าเหล็กรีดลอน เหล็กดัดประตู-หน้าต่าง เป็นต้น,0,วัดจันทร์,เมืองพิษณุโลก,2000000,พิษณุโลก,บริษัท ทรัพย์ทวีพานิช จำกัด,7.0
สายวังทอง-เขาทราย,0,เลขที่ 78,,10,5000000,,285,285,บริษัท วงศ์ชัย จำกัด,ผลิตภัณฑ์จากโลหะสำหรับใช้ในการก่อสร้าง เช่น ตะแกรงเหล็กสำเร็จรูป,5,ดินทอง,วังทอง,15000000,พิษณุโลก,บริษัท วงศ์ชัย จำกัด,6.0
พิษณุโลก-เด่นชัย,0,เลขที่ ,,20,4000000,,286,286,บริษัท ก.อัครพลสตีลแอนด์ซัพพลาย จำกัด,ผลิตหอถังสูงเหล็กรูปทรงแชมเปญและรูปทรงอื่น ๆ พร้อมอุปกรณ์ประกอบระบบประปาและผลิตเครื่องจักรจัดการขยะครบวงจร,5,ดงประคำ,พรหมพิราม,3000000,พิษณุโลก,บริษัท ก.อัครพลสตีลแอนด์ซัพพลาย จำกัด,4.0
พิษณุโลก-บางระกำ,51,เลขที่ 48/2,,1068.91,59,4300000,287,287,ห้างหุ้นส่วนจำกัด เอ็ม.อี.ดี.วิศวกรรม,"ตัด,พับ หรือม้วนโลหะ และกลึง-เชื่อมโลหะทั่วไป",1068.91,วัดจันทร์,เมืองพิษณุโลก,8,พิษณุโลก,ห้างหุ้นส่วนจำกัด เอ็ม.อี.ดี.วิศวกรรม,7.0
,62,เลขที่ 48/4,,188.9,67,17800000,288,288,บริษัท เอส ซี เจ ซัพพลาย แอนด์เอ็นจิเนียริ่ง จำกัด,ตัด พับ ม้วน เชื่อมโลหะ และผลิตอุปกรณ์เครื่องจักรที่ใช้ในโรงงานอุตสาหกรรมทางด้านการเกษตร,,วัดจันทร์,เมืองพิษณุโลก,5,พิษณุโลก,บริษัท เอส ซี เจ ซัพพลาย แอนด์เอ็นจิเนียริ่ง จำกัด,7.0
,20,เลขที่ 45/5,,178.7,20,21500000,289,289,บริษัท เอส.ซี.เจ.ซัพพลาย แอนด์ เอ็นจิเนียริ่ง จำกัด,กลึง เชื่อม ตัด ม้วนโลหะ และผลิต ติดตั้งเครื่องจักร เครื่องมือและอุปกรณ์ที่ใช้ในโรงงานอุตสาหกรรมและการกสิกรรม,,วัดจันทร์,เมืองพิษณุโลก,0,พิษณุโลก,บริษัท เอส.ซี.เจ.ซัพพลาย แอนด์ เอ็นจิเนียริ่ง จำกัด,7.0
,1500000,เลขที่ 333,,22,5000000,,290,290,บริษัท ธีรวิสิฎร์ก่อสร้าง จำกัด,ตับ พับ ม้วน และกลึง เชื่อมโลหะ เพื่อผลิตชิ้นส่วนอุปกรณ์เครื่องจักร,7,บางระกำ,บางระกำ,9000000,พิษณุโลก,บริษัท ธีรวิสิฎร์ก่อสร้าง จำกัด,8.0
-,4000000,เลขที่ 199,-,6,100000,,291,291,บริษัท 199 อยุธยาการกลึงโลหะกิจ จำกัด,รับจ้างกลึง กัด ตัด ไสและเชื่อมโลหะ,0,ท่าโพธิ์,เมืองพิษณุโลก,1000000,พิษณุโลก,บริษัท 199 อยุธยาการกลึงโลหะกิจ จำกัด,6.0
,1824000,เลขที่ 53/5,,2,150000,,292,292,สมพงษ์ช่างกลึง,กลึง เชื่อมโลหะทั่วไป,0,พลายชุมพล,เมืองพิษณุโลก,3000000,พิษณุโลก,นายสมพงษ์ ทับอิน,5.0
,5,เลขที่ 209,,81,5,1800000,293,293,บริษัท ส.ยั่งยืน จำกัด,เชื่อมประกอบงานโลหะทั่วไป,81,บึงพระ,เมืองพิษณุโลก,0,พิษณุโลก,บริษัท ส.ยั่งยืน จำกัด,6.0
,1,เลขที่ 9/9,,88.13,5,800000,294,294,,กลึง เชื่อมโลหะทั่วไป,88.13,วัดพริก,เมืองพิษณุโลก,4,พิษณุโลก,นายณรงค์ ด่านวิไล,8.0
,16,"เลขที่ โฉนดที่ดินเลขที่ 127965 , 127968",,297.78,16,11000000,295,295,ห้างหุ้นส่วนจำกัด พิษณุการุณ,กลึงหรือเชื่อมโลหะทั่วไป,297.78,ท่าทอง,เมืองพิษณุโลก,0,พิษณุโลก,ห้างหุ้นส่วนจำกัด พิษณุการุณ,6.0
