ประกอบกิจการ,อำเภอ,รหัสประเภท,ประเภทโรงงาน,ถนน,ซอย,FID,เงินทุนรวม(ล้านบาท),คนงานรวม,จังหวัด,หมู่,เลขที่,แรงม้า,ปีที่อนุญาต,ตำบล,เลขทะเบียนโรงงานเดิม,ผู้ประกอบการ,_id,ชื่อโรงงาน,จำพวก,รหัสไปรษณีย์
ทำเครื่องสำอาง เช่น แป้ง ลิปสติก,คลองสาน,4703,การทำเครื่องสำอาง หรือสิ่งปรุงแต่งร่างกาย,เจริญนคร,เจริญนคร 40,100000000000,0.6,32,กรุงเทพมหานคร,,275,84.02,2537,บางลำภูล่าง,ศ3-47(3)-1/37,นายประสาน ลิมปานุกร,58,หงษ์ทองคอสเมติคส์,3,10600
ผลิตน้ำดื่มและน้ำแร่บรรจุขวด,ราษฎร์บูรณะ,2001,การทำน้ำดื่ม,,สุขสวัสดิ์ 1 แยก 4,101000000000,11,7,กรุงเทพมหานคร,,3,82.89,2538,บางปะกอก,ศ3-20(1)-1/38,บริษัท บิ๊ก เบล คอร์ปอเรชั่น (ไทยแลนด์) จำกัด,59,บริษัท บิ๊ก เบล คอร์ปอเรชั่น (ไทยแลนด์) จำกัด,3,10140
อบหอยลาย,บางบ่อ,602,การถนอมสัตว์น้ำโดยวิธีอบ รมควัน ใส่เกลือ ดอง ตากแห้งหรือทำให้เยือกแข็งโดยฉับพลัน,สุขุมวิท,-,110000000000,2.8,6,สมุทรปราการ,8,62,2870.2,2535,คลองด่าน,ศ3-6(2)-2/35สป,นายสุรพงษ์ มีมา,60,โรงงานศิริพร,3,10550
"ทำน้ำแข็ง ได้วันละ 2,080 ซอง",บางเสาธง,1400,โรงงานประกอบกิจการเกี่ยวกับการทำ ตัด ซอย บด หรือย่อยน้ำแข็ง,เทพารักษ์ กม.21,,110000000000,31,81,สมุทรปราการ,1,128/778,2103,2537,บางเสาธง,ศ3-14-2/37สป,บริษัท สุวรรณธารา จำกัด,61,บริษัท สุวรรณธารา จำกัด,3,10570
ทำเครื่องใช้และเครื่องเรือนจากแผ่นชานอ้อยอัดแข็ง และโฟรเมก้า,บางแค,3601,การทำภาชนะบรรจุ เครื่องมือ หรือเครื่องใช้จากไม้ และรวมถึงชิ้นส่วนของผลิตภัณฑ์,บางบอน 3,,100000000000,0.5,27,กรุงเทพมหานคร,,540/1,197.23,2535,หลักสอง,ศ3-36(1)-16/35,บริษัท เจ.บี.เอ.เฟอร์นิเจอร์ จำกัด,62,บริษัท เจ.บี.เอ.เฟอร์นิเจอร์ จำกัด,3,10160
ผลิตเม็ดอม,ยานนาวา,1210,การทำลูกกวาดหรือทอฟฟี่,ศรีบำเพ็ญ,แจ๊กเจีย,100000000000,18.95714,16,กรุงเทพมหานคร,,144/1,146.14,2533,ช่องนนทรี,ศ3-12(10)-1/33,บริษัท แจ๊กเจียอุตสาหกรรม (ไทย) จำกัด (มหาชน),63,บริษัท แจ๊กเจียอุตสาหกรรม (ไทย) จำกัด (มหาชน),3,10120
ผลิตอาหารและเครื่องดื่มบรรจุภาชนะ,ประเวศ,801,การทำอาหารหรือเครื่องดื่มจากผัก พืช หรือผลไม้ และบรรจุในภาชนะที่ผนึกและอากาศเข้าไม่ได้,,เฉิมพระเกียรติ ร.9 ซอย 48 แยก 14,100000000000,9.05,20,กรุงเทพมหานคร,,9,443.52,2535,ดอกไม้,ศ3-8(1)-1/35,บริษัท ที.วี.ฟู้ด จำกัด,64,บริษัท ที.วี.ฟู้ด จำกัด,3,10250
ทำขนมปัง เค้ก สาลี่ และขนมอบ,คลองเตย,1001,การทำขนมปังหรือขนมเค้ก,สุขุมวิท 71,,100000000000,19,35,กรุงเทพมหานคร,,"200,200/1-2",108,2538,พระโขนง,ศ3-10(1)-1/38,บริษัท เซเว่น ไฟว์ จำกัด,65,บริษัท เซเว่น ไฟว์ จำกัด,3,10110
ทำผลิตภัณฑ์อาหารจากแป้ง เช่น คุกกี้ และอาหารขบเคี้ยวทั่วไป,มีนบุรี,1002,การทำขนมปังกรอบ หรือขนมอบแห้ง,นิมิตรใหม่,,100000000000,61.56,103,กรุงเทพมหานคร,,46031,1698.54,2536,มีนบุรี,ศ3-10(2)-1/36,บริษัท อาหารยอดคุณ จำกัด ,66,บริษัท อาหารยอดคุณ จำกัด,3,10510
ผลิตยารักษาโรคแผนปัจจุบัน เช่น แอสไพริน พาราเซตามอล เตทตราไซคลีนำฮโดรคลอไรด์,บางขุนเทียน,4601,การผลิตวัตถุที่รับรองไว้ในตำรายาที่รัฐมนตรีว่าการกระทรวงสาธารณสุขประกาศ,,บางกระดี่ 30,100000000000,3,13,กรุงเทพมหานคร,,8,86.83,2533,แสมดำ,ศ3-46(1)-1/33,บริษัท นิวไลฟ์ ฟาร์ม่า จำกัด,67,บริษัท นิวไลฟ์ ฟาร์ม่า จำกัด,3,10150
ทำน้ำพริกเผา ซอสพริก และน้ำจิ้มอาหาร ,บางขุนเทียน,1302,การทำเครื่องปรุงกลิ่น รส หรือสีของอาหาร,,บางกระดี่ 9,101000000000,4,50,กรุงเทพมหานคร,,46031,3598.69,2536,แสมดำ,ศ3-13(2)-1/36,บริษัท หอมหวลอุตสาหกรรมอาหาร จำกัด,68,บริษัท หอมหวลอุตสาหกรรมอาหาร จำกัด,3,10150
"ผลิตน้ำแข็งซอง เพิ่มขึ้น 600 ซอง/วัน รวมเป็น 5,400 ซอง/วัน",ภาษีเจริญ,1400,โรงงานประกอบกิจการเกี่ยวกับการทำ ตัด ซอย บด หรือย่อยน้ำแข็ง,ราชมนตรี,,100000000000,4,0,กรุงเทพมหานคร,,19,3059.64,2538,บางด้วน,ศ3-14-6/38,บริษัท โรงน้ำแข็งเพชรเกษม (2007) จำกัด,69,บริษัท โรงน้ำแข็งเพชรเกษม (2007) จำกัด,3,10160
กลึงไม้ ฉลุลายไม้ ไส-ซอยไม้ ทำไม้พื้น ไม้บัว ไม้คิ้ว,จอมทอง,3401,การเลื่อย ไส ซอย เซาะร่อง หรือการแปรรูปไม้ด้วยวิธีอื่นที่คล้ายคลึงกัน,กำนันแม้น,,100000000000,33.4,25,กรุงเทพมหานคร,6,44/63-66,128.5,2535,บางขุนเทียน,ศ3-34(1)-8/35,บริษัท แอล วาย ผลิตภัณฑ์ไม้ จำกัด,70,บริษัท แอล วาย ผลิตภัณฑ์ไม้ จำกัด,3,10150
