ประกอบกิจการ,อำเภอ,รหัสประเภท,ถนน,ซอย,เงินทุนรวม (ล้านบาท),FID,คนงานรวม,DESCR,SCURVE,จังหวัด,หมู่,เลขที่,แรงม้า,เลขทะเบียนโรงงาน,ปีที่อนุญาต,ตำบล,ผู้ประกอบการ,_id,ชื่อโรงงาน,จำพวก,รหัสไปรษณีย์
ทำพริกป่น ผักกาดป่น และมะนาวดอง,จอมทอง,1308,จอมทอง,วัจนะ, 0.05 ,10100101725154, 15 ,อุตสาหกรรมแปรรูปอาหาร,5,กรุงเทพมหานคร,18,16/45, 286.25 ,3-13(8)-17/15,15,จอมทอง,เจริญลาภ,57,เจริญลาภ,3,10150
"ผลิตนํ้าแข็งซอง วันละ 2,065 ซอง",จอมทอง,1400,ดาวคนอง-จอมทอง,ภานุมาภรณ์, 72.00 ,10100001125588, 22 ,อุตสาหกรรมแปรรูปอาหาร,5,กรุงเทพมหานคร,2,42/13," 1,879.00 ",3-14-11/58,58,จอมทอง,บริษัท สินสมุทรไอซ์ จำกัด,58,บริษัท สินสมุทรไอซ์ จำกัด,3,10150
ผลิตน้ำแข็งซอง วันละ 880 ซอง,จอมทอง,1400,จอมทอง,ภานุมาภรณ์, 46.00 ,10100001425582, 16 ,อุตสาหกรรมแปรรูปอาหาร,5,กรุงเทพมหานคร,2,42/24, 789.32 ,3-14-14/58,58,จอมทอง,บริษัท สินสมุทรไอซ์ จำกัด,59,บริษัท สินสมุทรไอซ์ จำกัด,3,10150
ทำน้ำแข็งก้อนเล็ก กำลังการผลิต 98 ตัน/วัน,จอมทอง,1400,สุขสวัสดิ์,-, 12.00 ,100000425387, 11 ,อุตสาหกรรมแปรรูปอาหาร,5,กรุงเทพมหานคร,3,4," 2,552.12 ",ศ3-14-4/38,38,จอมทอง,บริษัท ดาวคะนองค้าน้ำแข็ง จำกัด,60,บริษัท ดาวคะนองค้าน้ำแข็ง จำกัด,3,10150
ทำน้ำแข็งก้อนเล็ก ได้วันละ 75 ตัน,จอมทอง,1400,เอกชัย,บุญเลิศ, 12.50 ,10100000525424, 13 ,อุตสาหกรรมแปรรูปอาหาร,5,กรุงเทพมหานคร,2,117 ก, 597.00 ,3-14-5/42,42,บางขุนเทียน,บริษัท บางขุนเทียนอุตสาหกรรม จำกัด,61,บริษัท บางขุนเทียนอุตสาหกรรม จำกัด,3,10150
ทำน้ำแข็งก้อนเล็ก ได้ 60 ตัน/วัน,จอมทอง,1400,จอมทอง,จอมทอง 3, 6.50 ,10100006225516, 14 ,อุตสาหกรรมแปรรูปอาหาร,5,กรุงเทพมหานคร,2,14/51, 365.00 ,3-14-62/51,51,จอมทอง,บริษัท 14 ไอซ์ จำกัด ,62,บริษัท 14 ไอซ์ จำกัด ,3,10150
ผลิตนํ้าแข็งหลอดเล็ก ได้วันละ 45.000 กิโลกรัม,จอมทอง,1400,ดาวคนอง-จอมทอง,ภานุมาภรณ์, 33.00 ,10100001325584, 30 ,อุตสาหกรรมแปรรูปอาหาร,5,กรุงเทพมหานคร,2,42/24, 271.90 ,3-14-13/58,58,จอมทอง,บริษัท สินสมุทรไอซ์ จำกัด,63,บริษัท สินสมุทรไอซ์ จำกัด,3,10150
ทำเครื่องสำอาง,จอมทอง,4703,,พระรามที่ 2 ซอย 3, 1.05 ,10100200225270, 45 ,อุตสาหกรรมท่องเที่ยวสุขภาพ,10,กรุงเทพมหานคร,,308, 103.75 ,3-47(3)-2/27,27,บางมด,บริษัท รวมใจ โปรดักส์ จำกัด,64,บริษัท รวมใจ โปรดักส์ จำกัด,3,10150
ทำโซ่เหล็ก,จอมทอง,6405,จอมทอง,เลิศพัฒนาใต้, 10.00 ,10100500325176, 16 ,อุตสาหกรรมโลจิสติกส์,2,กรุงเทพมหานคร,18,71/30, 99.50 ,3-64(5)-3/17,17,จอมทอง,ห้างหุ้นส่วนจำกัด โรงงานอุตสาหกรรมโซ่เหล็กไทย,65,ห้างหุ้นส่วนจำกัด โรงงานอุตสาหกรรมโซ่เหล็กไทย,3,10150
ทำแท่งความร้อนใช้กับเตารีดและเตาความร้อนต่างๆ,จอมทอง,6405,สุขสวัสดิ์,สุขสวัสดิ์ 14, 2.60 ,10100300425598, 10 ,อุตสาหกรรมโลจิสติกส์,2,กรุงเทพมหานคร,4,26/14, 74.12 ,3-64(5)-4/59,59,จอมทอง,บริษัท โอห์มิคอีเลเม้นทเวอร์ค จำกัด,66,บริษัท โอห์มิคอีเลเม้นทเวอร์ค จำกัด,3,10150
ทำชิ้นส่วนเครื่องยนต์ เช่น ปุลเล่ บู๊ชและทำข้อต่อท่อน้ำประปา,จอมทอง,6500,จอมทอง,ภานุมาภรณ์, 0.30 ,10100500225186, 12 ,อุตสาหกรรมหุ่นยนต์และแขนกล,1,กรุงเทพมหานคร,,4/2, 296.93 ,3-65-2/18,18,จอมทอง,ห้างหุ้นส่วนจำกัด เอช.คิว.พี,67,ห้างหุ้นส่วนจำกัด เอช.คิว.พี,3,10150
ทำส่วนประกอบของเครื่องยนต์ เช่น เพลา สลัก บู๊ช,จอมทอง,6500,จอมทอง,เลิศพัฒนาใต้, 0.65 ,10101100225295, 8 ,อุตสาหกรรมหุ่นยนต์และแขนกล,1,กรุงเทพมหานคร,,71/131, 98.50 ,3-65-2/29,29,จอมทอง,ไทยเส็งยนต์ (เส็ง),68,ไทยเส็งยนต์ (เส็ง),3,10150
ทำอะไหล่เครื่องจักรต่างๆ,จอมทอง,6500,เอกชัย,วิสุทธิจิตร, 0.93 ,10100200825574, 6 ,อุตสาหกรรมหุ่นยนต์และแขนกล,1,กรุงเทพมหานคร,11,112/11, 143.25 ,3-65-8/57,57,บางขุนเทียน,พูนสิน,69,พูนสิน,3,10150
ผลิตเครื่องจักรกล เช่น เครื่องเลื่อยตัดโลหะ เครื่องเจาะโลหะ ปั๊มลม,จอมทอง,6702,,พระรามที่ 2 ซอย 3, 3.70 ,10101600125292, 75 ,อุตสาหกรรมหุ่นยนต์และแขนกล,1,กรุงเทพมหานคร,,63, 473.10 ,3-67(2)-1/29,29,บางมด,บริษัท เจริญผลเอ็นจิเนียริ่ง จำกัด,70,บริษัท เจริญผลเอ็นจิเนียริ่ง จำกัด,3,10150
"ทำเครื่องทำตะปู อะไหล่เครื่องจักรและอุปกรณ์ชิ้นส่วนรถยนต์ เช่น บังโคลน, ฝาปิด กะบะรถบรรทุกเล็ก",จอมทอง,6705,เอกชัย,พูลทรัพย์, 0.40 ,10100400225179, 19 ,อุตสาหกรรมหุ่นยนต์และแขนกล,1,กรุงเทพมหานคร,10,2/14, 232.72 ,3-67(5)-2/17,17,บางขุนเทียน,ห้างหุ้นส่วนจำกัด มงคลถาวรกิจ,71,ห้างหุ้นส่วนจำกัด มงคลถาวรกิจ,3,10150
ผลิตเครื่องมือทำท่อไอเสีย,จอมทอง,6705,จอมทอง,เลิศพัฒนาใต้, 0.15 ,10100700325224, 3 ,อุตสาหกรรมหุ่นยนต์และแขนกล,1,กรุงเทพมหานคร,,71/7, 79.00 ,3-67(5)-3/22,22,จอมทอง,พรเทพการช่าง,72,พรเทพการช่าง,3,10150
ทำอุปกรณ์เครื่องจักรที่ใช้แรงดัน เช่น ชุดวาวล์ไฮโดรลิค,จอมทอง,6708,สุขสวัสดิ์,สุขสวัสดิ์ 14/18, 5.00 ,10101000325310, 46 ,อุตสาหกรรมหุ่นยนต์และแขนกล,1,กรุงเทพมหานคร,4,47," 2,316.30 ",3-67(8)-3/31,31,จอมทอง,บริษัท โฟล-เทค เอ็นจิเนียริ่ง จำกัด,73,บริษัท โฟล-เทค เอ็นจิเนียริ่ง จำกัด,3,10150
ทำเครื่องกระป๋อง เครื่องเคลือบสี อบสี เครื่องปั๊มโลหะ และผลิตของเล่นเด็กและอุปกรณ์สำหรับเด็ก,จอมทอง,6708,เอกชัย,เอกชัย37(ร่วมมิตร), 3.00 ,10100000825584, 8 ,อุตสาหกรรมหุ่นยนต์และแขนกล,1,กรุงเทพมหานคร,3,23/9, 79.50 ,3-67(8)-8/58,58,บางขุนเทียน,นางพัชรินทร์ อมรสู่สวัสดิ์,74,-,3,10150
ผลิตและประกอบเครื่องจักรอุตสาหกรรม เช่น เครื่องรีดปากถุงพลาสติก,จอมทอง,6800,พระราม 2,พระราม 2 ซอย 32, 3.00 ,10101600125391, 16 ,อุตสาหกรรมหุ่นยนต์และแขนกล,1,กรุงเทพมหานคร,,3, 84.60 ,3-68-1/39,39,บางมด,ห้างหุ้นส่วนจำกัด ไทยพัฒนเครื่องจักรกล,75,ห้างหุ้นส่วนจำกัด ไทยพัฒนเครื่องจักรกล,3,10150
ผลิตและซ่อมเครื่องทำกล่องกระดาษลูกฟูก และอุปกรณ์ต่างๆ,จอมทอง,6800,สุขสวัสดิ์,สุขสวัสดิ์ 2, 1.41 ,10100200925549, 8 ,อุตสาหกรรมหุ่นยนต์และแขนกล,1,กรุงเทพมหานคร,3,290, 78.50 ,3-68-9/54,54,จอมทอง,ไทยวิจิตรการช่าง,76,ไทยวิจิตรการช่าง,3,10150
ผลิตซ่อมแซมเครื่องจักรสำหรับอุตสาหกรรมเคมีอาหาร และทำเครื่องมือ เครื่องใช้ หรืออุปกรณ์การแพทย์,จอมทอง,6800,จอมทอง,จอมทอง13, 12.00 ,10100200625511, 18 ,อุตสาหกรรมหุ่นยนต์และแขนกล,1,กรุงเทพมหานคร,1,62/39, 182.20 ,3-68-6/51,51,จอมทอง,บริษัท เจ ซัมมิท จำกัด,77,บริษัท เจ ซัมมิท จำกัด,3,10150
ทำถังย้อมผ้า,จอมทอง,6800,สุขสวัสดิ์,สุขสวัสดิ์ 14, 11.50 ,10100001125596, 6 ,อุตสาหกรรมหุ่นยนต์และแขนกล,1,กรุงเทพมหานคร,5,61/21, 103.00 ,3-68-11/59,59,จอมทอง,นำชัยการช่าง,78,นำชัยการช่าง,3,10150
ซ่อมแซมเครื่องจักรต่าง ๆ เช่น เครื่องอัดรองเท้า เครื่องอัดผ้าเบรค ทำหูกะทะและหูหม้ออลูมิเนียม,จอมทอง,6800,เอกชัย,ประเดิมพร, 0.60 ,10100201025174, 17 ,อุตสาหกรรมหุ่นยนต์และแขนกล,1,กรุงเทพมหานคร,11,111/14, 181.20 ,3-68-10/17,17,บางขุนเทียน,ห้างหุ้นส่วนจำกัด ฟ.เจริญ แมนูแฟคตอริ่ง,79,ห้างหุ้นส่วนจำกัด ฟ.เจริญ แมนูแฟคตอริ่ง,3,10150
